dob,firstName,height,playerId,lastName,nickname,positionGroupType
1999-03-25,Ryan,188.0,15633,Porteous,Ryan Porteous,RCB
1999-10-11,Joe,195.0,15663,Hilton,Joe Hilton,GK
2003-10-26,Aidomo,180.0,16888,Emakhu,Aidomo Emakhu,LW
2001-03-24,Lucas,182.0,17958,Pires,Lucas Pires,LB
2003-04-24,Romaine,,18170,Mundle,Romaine Mundle,RW
2004-12-16,Reuell,186.0,18202,Walters,Reuell Walters,RB
2004-08-26,Ryan,,18409,Andrews,Ryan Andrews,RB
2006-01-09,Joseph,172.0,18699,Johnson,Joseph Johnson,LB
2003-04-07,Liam,183.0,18765,Morrison,Liam Morrison,RCB
2003-04-17,Alex,182.0,18894,Robertson,Alex Robertson,CM
2003-11-28,Alfie,183.0,18898,Gilchrist,Alfie Gilchrist,RCB
2001-02-01,Hevertton,183.0,19107,Ciriaco Santos,Hevertton,RB
2001-06-14,Ronald,177.0,19122,Pereira Martins,Ronald,RW
2004-07-16,James,201.0,19321,Beadle,James Beadle,GK
2003-09-09,Charlie,181.0,19322,McNeill,Charlie McNeill,CF
2001-02-16,Wouter,191.0,19638,Burger,Wouter Burger,DM
1999-03-14,Zan,186.0,19690,Celar,Zan Celar,CF
1997-02-28,Mustapha,189.0,20014,Bundu,Mustapha Bundu,RW
1999-07-16,Eric Junior,184.0,20211,Bocat,Eric Junior Bocat,LB
2002-12-31,Amankwah,173.0,20260,Forson,Amankwah Forson,CM
1999-07-10,David,185.0,20707,Turnbull,David Turnbull,CM
2003-05-11,Nectarios,191.0,20914,Triantis,Nectarios Triantis,RCB
1997-12-24,Tom,196.0,20916,Glover,Tom Glover,GK
2004-07-07,Rav,191.0,20917,van den Berg,Rav van den Berg,RCB
2000-10-25,Sam,179.0,20918,Silvera,Sam Silvera,LW
2001-12-28,Alex,183.0,20919,Gilbert,Alex Gilbert,LW
1999-05-15,Arnór,177.0,20921,Sigurdsson,Arnór Sigurdsson,LW
1997-11-01,Ryan,185.0,20923,Mmaee,Ryan Mmaee,CF
1996-10-22,Tatsuhiro,170.0,20924,Sakamoto,Tatsuhiro Sakamoto,RM
2005-08-27,Kian,181.0,20925,Best,Kian Best,LB
1999-07-29,Mads,186.0,20928,Frökjaer-Jensen,Mads Frökjaer-Jensen,AM
1997-02-07,Casper,175.0,20931,De Norre,Casper De Norre,CM
1997-03-08,Kevin,180.0,20932,Nisbet,Kevin Nisbet,CF
1998-03-05,Conor,198.0,20935,Hazard,Conor Hazard,GK
1997-02-21,Pol,181.0,20937,Valentín,Pol Valentín,RB
1996-08-02,Rúben,181.0,20946,Rodrigues,Rúben Rodrigues,AM
2003-11-06,Terry,,20948,Devlin,Terry Devlin,CM
1997-02-03,Macaulay,178.0,21024,Langstaff,Macaulay Langstaff,CF
2003-02-20,Xavier,180.0,21089,Simons,Xavier Simons,DM
2005-07-21,Pierce,,21096,Charles,Pierce Charles,GK
2004-05-05,Kellen,182.0,21101,Fisher,Kellen Fisher,RB
2007-02-10,Souleymane,,21105,Sidibe,Souleymane Sidibe,CM
2002-03-18,Zan,185.0,21206,Vipotnik,Zan Vipotnik,CF
2000-11-17,Gonçalo,176.0,21681,Franco,Gonçalo Franco,CM
2006-08-06,Kai,180.0,21920,Andrews,Kai Andrews,CM
2005-02-10,Rayan,,21924,Kolli,Rayan Kolli,RW
1997-12-04,Makhtar,195.0,21932,Gueye,Makhtar Gueye,CF
1998-12-14,Lukas,178.0,22710,Engel,Lukas Engel,LB
1999-01-01,Emmanuel,176.0,22711,Latte Lath,Emmanuel Latte Lath,CF
1999-07-17,Mileta,189.0,23315,Rajovic,Mileta Rajovic,CF
2000-07-26,Muhamed,191.0,23917,Tijani,Muhamed Tijani,CF
1998-10-25,Nazariy,177.0,23998,Rusyn,Nazariy Rusyn,CF
2005-05-31,Tyrell,173.0,24026,Sellars-Fleming,Tyrell Sellars-Fleming,CF
2007-02-07,Jaden,,24095,Dixon,Jaden Dixon,RCB
2004-03-31,Tom,,24323,Leahy,Tom Leahy,CF
2003-11-13,Micah,177.0,24394,Hamilton,Micah Hamilton,LW
2005-10-16,Dajaune,,24439,Brown,Dajaune Brown,CF
2004-09-13,Sydie,173.0,24921,Peck,Sydie Peck,CM
1998-10-16,Stefán Teitur,189.0,25360,Thórdarson,Stefán Teitur Thórdarson,CM
2004-10-01,Fenton,,26323,Heard,Fenton Heard,AM
2006-11-28,Stanley,187.0,26408,Ashbee,Stanley Ashbee,LCB
1999-07-30,Victor,178.0,26428,Torp,Victor Torp,CM
2002-07-11,Oliver,188.0,26620,Dovin,Oliver Dovin,GK
1999-01-12,Torbjørn,192.0,26648,Heggem,Torbjørn Heggem,LCB
2005-04-18,Rocco,184.0,26884,Vata,Rocco Vata,CF
1994-09-13,Lucas,184.0,27164,Andersen,Lucas Andersen,AM
2003-09-25,Reece,,27301,Hall,Reece Hall,RB
1996-07-27,Yuki,181.0,28361,Ohashi,Yuki Ohashi,CF
2002-05-09,Ji-sung,176.0,28796,Eom,Ji-sung Eom,LW
2006-06-15,Charlie,,30332,Crewe,Charlie Crewe,DM
2007-03-01,Christian,,30427,Chigozie,Christian Chigozie,RCB
2007-07-12,Theo,,30498,Mawene,Theo Mawene,M
2004-04-29,Josh,,32972,Stokes,Josh Stokes,AM
2001-09-24,Kornél,190.0,32975,Szűcs,Kornél Szűcs,RCB
1999-09-18,Elias,189.0,32979,Sørensen,Elias Sørensen,LW
2006-04-13,Daniel,181.0,32980,Bennie,Daniel Bennie,LW
2001-07-10,Olaf,178.0,32981,Kobacki,Olaf Kobacki,LW
2006-10-13,Freddie,,33108,Anderson,Freddie Anderson,RCB
2003-04-30,Alfie,,33109,Lloyd,Alfie Lloyd,CF
2007-01-20,Elliot,178.0,33110,Myles,Elliot Myles,AM
2006-08-04,Gabe,184.0,33111,Forsyth,Gabe Forsyth,AM
2006-01-18,Alfie,183.0,33112,Massey,Alfie Massey,CM
2004-06-07,Kyle,,33113,Smith,Kyle Smith,RB
2005-12-16,Daniel,170.0,33114,Watts,Daniel Watts,CM
2005-01-27,George,,33115,McCormick,George McCormick,RCB
2007-01-01,Leo,,33116,Pecover,Leo Pecover,M
,Nathan,,33117,Tinsdale,Nathan Tinsdale,M
2002-03-11,Malachi,186.0,33118,Fagan-Walcott,Malachi Fagan-Walcott,RCB
1998-06-18,Ryotaro,171.0,24,Meshino,Ryotaro Meshino,LW
1992-07-15,Yoshinori,179.0,348,Muto,Yoshinori Muto,CF
1990-04-12,Hiroki,185.0,2090,Sakai,Hiroki Sakai,RB
1994-02-11,Musashi,185.0,2096,Suzuki,Musashi Suzuki,CF
1999-03-10,Matheus,185.0,4061,Soares Thuler,Thuler,RCB
1983-03-20,Eiji,185.0,4230,Kawashima,Eiji Kawashima,GK
1997-11-22,Keita,176.0,4969,Endo,Keita Endo,AM
1994-08-23,Shoya,164.0,8558,Nakajima,Shoya Nakajima,AM
1994-10-24,Naomichi,186.0,9577,Ueda,Naomichi Ueda,RCB
1985-08-06,Bafetimbi,184.0,11995,Gomis,Bafetimbi Gomis,CF
1997-01-24,Ibrahim,186.0,12288,Dresevic,Ibrahim Dresevic,RCB
1994-06-28,Sai,178.0,13261,Van Wermeskerken,Sai Van Wermeskerken,RB
1994-11-17,Naoki,176.0,13493,Maeda,Naoki Maeda,RW
1999-04-13,Erison Danilo,180.0,13500,de Souza,Erison,CF
1986-09-12,Yuto,170.0,13798,Nagatomo,Yuto Nagatomo,LB
1997-03-20,Thomas,182.0,13816,Deng,Thomas Deng,RCB
1991-01-18,Mitchell,186.0,13819,Duke,Mitchell Duke,CF
1997-10-15,Bum-keun,194.0,13908,Song,Bum-keun Song,GK
1996-08-12,Sang-ho,173.0,13918,Na,Sang-ho Na,LW
1991-12-25,Issam,186.0,14028,Jebali,Issam Jebali,CF
1986-06-01,Hiroki,181.0,14037,Iikura,Hiroki Iikura,GK
1994-09-05,Vitor,185.0,15796,Bueno,Vitor Bueno,AM
1999-02-03,Zé,180.0,17993,Ricardo,Zé Ricardo,DM
1995-11-16,Matheus,190.0,18007,Peixoto,Matheus Peixoto,CF
2004-09-08,Patrick,174.0,18455,Verhon,Patrick Verhon,AM
1996-08-25,Neta,177.0,18659,Lavi,Neta Lavi,DM
2000-05-30,Toichi,165.0,19808,Suzuki,Toichi Suzuki,LM
1997-07-23,Yusuke,170.0,20162,Matsuo,Yusuke Matsuo,LW
1995-01-11,Samuel,187.0,23652,Gustafson,Samuel Gustafson,DM
2003-09-14,Justin,187.0,24634,Hubner,Justin Hubner,LCB
1997-01-30,Ryosuke,183.0,27903,Kojima,Ryosuke Kojima,GK
1997-08-01,Koto,186.0,27904,Abe,Koto Abe,GK
1998-07-06,Ryo,183.0,27907,Endo,Ryo Endo,RCB
1994-01-12,Fumiya,170.0,27908,Hayakawa,Fumiya Hayakawa,RCB
1988-09-17,Michael James,185.0,27909,Fitzgerald,Michael James Fitzgerald,RCB
1985-06-21,Kazuhiko,183.0,27910,Chiba,Kazuhiko Chiba,RCB
1994-09-09,Yuto,168.0,27911,Horigome,Yuto Horigome,LB
1995-09-09,Soya,170.0,27912,Fujiwara,Soya Fujiwara,RB
1996-10-07,Naoto,173.0,27913,Arai,Naoto Arai,RB
1998-10-06,Takumi,179.0,27914,Hasegawa,Takumi Hasegawa,RB
2001-08-19,Riita,170.0,27915,Mori,Riita Mori,RB
1990-11-28,Yuzuru,175.0,27916,Shimada,Yuzuru Shimada,DM
2000-12-09,Hiroki,176.0,27917,Akiyama,Hiroki Akiyama,DM
1998-08-03,Eiji,173.0,27918,Miyamoto,Eiji Miyamoto,DM
1992-07-27,Yuji,170.0,27919,Hoshi,Yuji Hoshi,DM
1998-12-10,Motoki,177.0,27921,Hasegawa,Motoki Hasegawa,AM
1992-12-09,Yoshiaki,168.0,27922,Takagi,Yoshiaki Takagi,AM
2001-04-03,Jin,168.0,27923,Okumura,Jin Okumura,AM
1999-02-05,Danilo,175.0,27924,Gomes,Danilo Gomes,LW
2002-08-11,Yota,169.0,27925,Komi,Yota Komi,LW
1996-02-23,Shusuke,176.0,27926,Ota,Shusuke Ota,RW
2001-05-20,Eitaro,170.0,27927,Matsuda,Eitaro Matsuda,RW
1995-09-07,Kaito,177.0,27928,Taniguchi,Kaito Taniguchi,CF
1992-12-22,Yuji,170.0,27929,Ono,Yuji Ono,CF
1989-07-25,Koji,179.0,27930,Suzuki,Koji Suzuki,CF
1999-10-07,Motoki,177.0,27931,Nagakura,Motoki Nagakura,CF
1992-08-07,Masaaki,185.0,27932,Murakami,Masaaki Murakami,GK
1996-02-16,Takumi,191.0,27933,Nagaishi,Takumi Nagaishi,GK
1993-09-19,Tatsuki,180.0,27937,Nara,Tatsuki Nara,RCB
1989-10-05,Douglas,189.0,27938,Grolli,Douglas Grolli,RCB
1996-04-01,Daiki,186.0,27939,Miya,Daiki Miya,LCB
1993-05-01,Masaya,185.0,27940,Tashiro,Masaya Tashiro,RCB
1999-11-09,Seiya,187.0,27941,Inoue,Seiya Inoue,RCB
1998-07-16,Itsuki,173.0,27942,Oda,Itsuki Oda,LB
1993-05-28,Masashi,177.0,27943,Kamekawa,Masashi Kamekawa,LB
1997-08-12,Yota,178.0,27944,Maejima,Yota Maejima,RB
1993-10-10,Masato,179.0,27945,Yuzawa,Masato Yuzawa,RB
1995-08-01,Hiroyuki,173.0,27946,Mae,Hiroyuki Mae,DM
2001-09-20,Masato,171.0,27947,Shigemi,Masato Shigemi,DM
1996-04-13,Yuto,175.0,27948,Hiratsuka,Yuto Hiratsuka,DM
2002-04-04,Kimiya,178.0,27949,Moriyama,Kimiya Moriyama,DM
2001-06-01,Daiki,172.0,27950,Matsuoka,Daiki Matsuoka,CM
2000-08-04,Yuji,169.0,27951,Kitajima,Yuji Kitajima,LM
1998-06-11,Yuto,173.0,27953,Iwasaki,Yuto Iwasaki,LW
1997-07-11,Kazuya,161.0,27954,Konno,Kazuya Konno,RW
1994-04-04,Takeshi,171.0,27956,Kanamori,Takeshi Kanamori,CF
1999-02-20,Ryoga,178.0,27957,Sato,Ryoga Sato,CF
1988-02-11,Wellington Luís,186.0,27958,de Sousa,Wellington,CF
2001-01-26,Reiju,168.0,27959,Tsuruno,Reiju Tsuruno,CF
1986-04-16,Hisashi,183.0,27960,Jogo,Hisashi Jogo,CF
1991-08-30,Han Been,195.0,27961,Yang,Han Been Yang,GK
1987-07-06,Jin Hyeon,193.0,27962,Kim,Jin Hyeon Kim,GK
1988-11-25,Keisuke,183.0,27963,Shimizu,Keisuke Shimizu,GK
1997-05-26,Shunta,183.0,27964,Tanaka,Shunta Tanaka,RCB
2001-05-16,Ryuya,180.0,27965,Nishio,Ryuya Nishio,RCB
1995-05-09,Koji,183.0,27967,Toriumi,Koji Toriumi,RCB
1987-11-07,Tatsuya,182.0,27968,Yamashita,Tatsuya Yamashita,RCB
1990-11-13,Kyohei,168.0,27969,Noborizato,Kyohei Noborizato,LB
1998-04-13,Kakeru,177.0,27970,Funaki,Kakeru Funaki,LB
1997-10-16,Seiya,179.0,27971,Maikuma,Seiya Maikuma,RB
2001-04-21,Hayato,174.0,27972,Okuda,Hayato Okuda,RB
1989-08-14,Hiroaki,171.0,27975,Okuno,Hiroaki Okuno,CM
1994-04-24,Lucas,174.0,27976,Fernandes,Lucas Fernandes,RM
2002-07-02,Masaya,161.0,27977,Shibayama,Masaya Shibayama,RM
1997-04-27,Satoki,166.0,27978,Uejo,Satoki Uejo,LM
1993-08-24,Hirotaka,175.0,27979,Tameda,Hirotaka Tameda,LM
1989-03-17,Shinji,175.0,27981,Kagawa,Shinji Kagawa,AM
1997-01-09,João Victor,170.0,27982,da Vitória Fernandes,Capixaba,LW
1994-01-15,Jordy,172.0,27983,Croux,Jordy Croux,RW
2004-05-11,Reiya,170.0,27984,Sakata,Reiya Sakata,RW
1995-02-03,Léo,178.0,27985,Ceará,Léo Ceará,CF
2000-03-07,Hiroto,183.0,27986,Yamada,Hiroto Yamada,CF
1996-10-25,Ryo,179.0,27987,Watanabe,Ryo Watanabe,CF
2004-08-13,Sota,172.0,27988,Kitano,Sota Kitano,CF
1998-05-25,Go,198.0,27990,Hatano,Go Hatano,GK
2002-12-25,Taishi Brandon,193.0,27991,Nozawa,Taishi Brandon Nozawa,GK
1987-12-28,Tsuyoshi,183.0,27992,Kodama,Tsuyoshi Kodama,GK
1993-08-06,Yasuki,184.0,27994,Kimoto,Yasuki Kimoto,RCB
1997-01-20,Henrique,185.0,27995,Trevisan,Henrique Trevisan,LCB
1987-05-21,Masato,183.0,27996,Morishige,Masato Morishige,RCB
2004-11-10,Kanta,185.0,27997,Doi,Kanta Doi,RCB
1995-09-12,Shuhei,171.0,28000,Tokumoto,Shuhei Tokumoto,LB
2001-09-24,Kashif,176.0,28001,Bangnagande,Kashif Bangnagande,LB
1994-05-01,Kosuke,166.0,28002,Shirai,Kosuke Shirai,RB
1997-08-12,Hotaka,177.0,28003,Nakamura,Hotaka Nakamura,RB
1998-04-20,Takahiro,173.0,28004,Ko,Takahiro Ko,DM
1995-04-19,Kei,173.0,28005,Koizumi,Kei Koizumi,DM
2003-04-30,Kuryu,180.0,28007,Matsuki,Kuryu Matsuki,CM
1993-08-18,Riki,175.0,28008,Harakawa,Riki Harakawa,CM
2000-04-10,Tsubasa,180.0,28009,Terayama,Tsubasa Terayama,CM
2002-09-29,Soma,175.0,28010,Anzai,Soma Anzai,CM
2004-05-14,Kota,175.0,28012,Tawaratsumida,Kota Tawaratsumida,LM
2002-01-29,Ryotaro,170.0,28013,Araki,Ryotaro Araki,AM
1990-07-20,Keigo,178.0,28014,Higashi,Keigo Higashi,AM
2006-10-16,Ryunosuke,171.0,28016,Sato,Ryunosuke Sato,AM
1998-11-12,Jája,175.0,28017,Silva,Jája Silva,LW
1992-07-27,Teruhito,161.0,28018,Nakagawa,Teruhito Nakagawa,RW
1990-06-22,Diego,179.0,28019,Oliveira,Diego Oliveira,CF
1998-07-09,Tsuyoshi,167.0,28020,Ogashiwa,Tsuyoshi Ogashiwa,CF
2003-07-21,Leon,174.0,28022,Nozawa,Leon Nozawa,CF
1991-07-02,Jun,182.0,28023,Ichimori,Jun Ichimori,GK
1986-05-12,Masaaki,184.0,28024,Higashiguchi,Masaaki Higashiguchi,GK
2005-04-25,Aolin,194.0,28026,Zhang,Aolin Zhang,GK
1996-03-24,Shinnosuke,182.0,28027,Nakatani,Shinnosuke Nakatani,RCB
1995-03-01,Genta,183.0,28028,Miura,Genta Miura,RCB
1995-10-24,Shota,180.0,28030,Fukuoka,Shota Fukuoka,RCB
1997-04-13,Keisuke,173.0,28032,Kurokawa,Keisuke Kurokawa,LB
2003-08-17,Shinya,173.0,28033,Nakano,Shinya Nakano,LB
1991-07-24,Riku,171.0,28035,Matsuda,Riku Matsuda,RB
2002-01-01,Riku,176.0,28036,Handa,Riku Handa,RB
1997-07-16,Takeru,174.0,28037,Kishimoto,Takeru Kishimoto,RB
1996-06-03,Dawhan Fran,177.0,28038,Purificação Oliveira,Dawhan,DM
1997-03-12,Tokuma,168.0,28039,Suzuki,Tokuma Suzuki,DM
1988-11-26,Shu,172.0,28041,Kurata,Shu Kurata,LM
2002-02-12,Rin,180.0,28042,Mito,Rin Mito,LM
1999-07-10,Kota,175.0,28043,Yamada,Kota Yamada,AM
1994-09-21,Hideki,170.0,28044,Ishige,Hideki Ishige,AM
1997-08-06,Welton Felipe,175.0,28045,Paraguá de Melo,Welton,LW
1996-09-02,Juan,174.0,28046,Alano,Juan Alano,RW
1997-10-19,Ryoya,164.0,28047,Yamashita,Ryoya Yamashita,RW
1992-05-06,Takashi,178.0,28049,Usami,Takashi Usami,CF
2002-09-21,Shoji,180.0,28050,Toyama,Shoji Toyama,CF
2003-08-26,Isa,173.0,28051,Sakamoto,Isa Sakamoto,CF
1999-03-05,Kojiro,200.0,28052,Nakano,Kojiro Nakano,GK
1984-05-03,Takanori,178.0,28054,Sugeno,Takanori Sugeno,GK
1995-02-07,Shunta,188.0,28055,Awaka,Shunta Awaka,GK
1997-02-15,Daihachi,183.0,28056,Okamura,Daihachi Okamura,RCB
2001-10-24,Seiya,180.0,28057,Baba,Seiya Baba,RCB
2000-07-23,Toya,186.0,28058,Nakamura,Toya Nakamura,LCB
2000-01-20,Rei,185.0,28059,Ieizumi,Rei Ieizumi,RCB
2004-05-28,Shota,182.0,28060,Nishino,Shota Nishino,RCB
2001-06-17,Yamato,180.0,28061,Okada,Yamato Okada,LB
1996-11-09,Ryu,181.0,28062,Takao,Ryu Takao,RB
2005-08-03,Kosuke,170.0,28064,Hara,Kosuke Hara,M
1993-04-20,Takuma,181.0,28065,Arano,Takuma Arano,CM
1992-04-24,Yuki,182.0,28066,Kobayashi,Yuki Kobayashi,CM
1989-06-28,Hiroki,182.0,28067,Miyazawa,Hiroki Miyazawa,CM
2001-03-21,Tomoki,172.0,28068,Kondo,Tomoki Kondo,RM
2002-03-15,Katsuyuki,174.0,28069,Tanaka,Katsuyuki Tanaka,RM
1998-09-10,Daiki,171.0,28070,Suga,Daiki Suga,LM
1994-03-07,Tatsuya,164.0,28071,Hasegawa,Tatsuya Hasegawa,LM
1999-04-15,Hiromu,174.0,28072,Tanaka,Hiromu Tanaka,LM
1997-02-17,Yuya,173.0,28073,Asano,Yuya Asano,AM
1998-05-22,Supachok,169.0,28074,Sarachat,Supachok Sarachat,AM
1996-03-06,Ryota,174.0,28075,Aoki,Ryota Aoki,AM
1992-06-06,Yoshiaki,168.0,28076,Komai,Yoshiaki Komai,AM
1995-02-22,Gun Hee,187.0,28077,Kim,Gun Hee Kim,CF
2001-02-09,Shingo,181.0,28079,Omori,Shingo Omori,CF
1992-05-17,Ryuki,181.0,28081,Miura,Ryuki Miura,GK
1999-08-23,Yuya,183.0,28082,Tsuboi,Yuya Tsuboi,GK
1997-02-16,Ricardo,182.0,28085,Graça,Ricardo Graça,LCB
2002-08-25,Kaito,182.0,28086,Suzuki,Kaito Suzuki,RCB
1992-10-18,Makito,183.0,28087,Ito,Makito Ito,RCB
1998-11-20,Riku,181.0,28088,Morioka,Riku Morioka,RCB
1996-08-30,Ko,182.0,28090,Matsubara,Ko Matsubara,LB
2000-09-16,Keita,176.0,28091,Takahata,Keita Takahata,LB
1991-10-16,Daiki,172.0,28092,Ogawa,Daiki Ogawa,RB
2003-07-30,Shunsuke,178.0,28093,Nishikubo,Shunsuke Nishikubo,RB
1997-12-07,Naoki,174.0,28094,Kanuma,Naoki Kanuma,DM
2003-12-21,Kensuke,177.0,28095,Fujiwara,Kensuke Fujiwara,DM
2001-08-26,Hiroto,173.0,28096,Uemura,Hiroto Uemura,M
1994-02-24,Shun,178.0,28098,Nakamura,Shun Nakamura,CM
1996-08-25,Rikiya,174.0,28099,Uehara,Rikiya Uehara,CM
1997-04-30,Léo,181.0,28100,Gomes,Léo Gomes,CM
1995-01-25,Masaya,175.0,28101,Matsumoto,Masaya Matsumoto,RM
2000-04-20,Rei,176.0,28103,Hirakawa,Rei Hirakawa,AM
1995-05-02,Shota,163.0,28104,Kaneko,Shota Kaneko,AM
1998-07-24,Kotaro,172.0,28105,Fujikawa,Kotaro Fujikawa,AM
1988-12-27,Hiroki,174.0,28106,Yamada,Hiroki Yamada,AM
2003-07-16,Yosuke,174.0,28107,Furukawa,Yosuke Furukawa,LW
1998-03-31,Bruno,173.0,28108,José,Bruno José,RW
1995-05-04,Masatoshi,178.0,28109,Ishida,Masatoshi Ishida,CF
1995-04-19,Ryo,182.0,28110,Germain,Ryo Germain,CF
1999-03-03,Tomoki,187.0,28113,Hayakawa,Tomoki Hayakawa,GK
1991-07-26,Yuji,185.0,28114,Kajikawa,Yuji Kajikawa,GK
2002-01-08,Taiki,190.0,28115,Yamada,Taiki Yamada,GK
2000-09-13,Ikuma,182.0,28117,Sekigawa,Ikuma Sekigawa,RCB
2004-05-21,Keisuke,180.0,28118,Tsukui,Keisuke Tsukui,RCB
1995-05-31,Koki,172.0,28119,Anzai,Koki Anzai,LB
1998-10-27,Hidehiro,172.0,28121,Sugai,Hidehiro Sugai,RB
2002-03-26,Kimito,179.0,28122,Nono,Kimito Nono,RB
2000-12-30,Kaishu,176.0,28124,Sano,Kaishu Sano,DM
1996-10-30,Yuta,168.0,28125,Higuchi,Yuta Higuchi,CM
2001-04-13,Yuta,170.0,28127,Matsumura,Yuta Matsumura,RM
1998-12-04,Tomoya,173.0,28128,Fujii,Tomoya Fujii,LM
1992-05-16,Hayato,170.0,28129,Nakama,Hayato Nakama,LM
1992-05-21,Shoma,172.0,28131,Doi,Shoma Doi,AM
1996-04-17,Shintaro,168.0,28132,Nago,Shintaro Nago,AM
1994-05-18,Aleksandar,186.0,28133,Cavric,Aleksandar Cavric,RW
1995-09-19,Guilherme,176.0,28134,Parede,Guilherme Parede,RW
1996-04-26,Yuma,182.0,28135,Suzuki,Yuma Suzuki,CF
1997-07-14,Yuki,187.0,28136,Kakita,Yuki Kakita,CF
1995-03-17,Kei,177.0,28137,Chinen,Kei Chinen,CF
2000-12-09,Shu,174.0,28138,Morooka,Shu Morooka,CF
2002-05-01,Masato,185.0,28139,Sasaki,Masato Sasaki,GK
1997-05-04,Kenta,185.0,28140,Matsumoto,Kenta Matsumoto,GK
1990-08-03,Tatsuya,191.0,28141,Morita,Tatsuya Morita,GK
1998-10-28,Taiyo,182.0,28143,Koga,Taiyo Koga,RCB
1997-07-27,Hiroki,181.0,28144,Noda,Hiroki Noda,RCB
1993-05-12,Tomoya,182.0,28145,Inukai,Tomoya Inukai,RCB
1998-06-21,Yugo,191.0,28146,Tatsuta,Yugo Tatsuta,RCB
1995-09-21,Diego,183.0,28148,Jara Rodrigues,Diego,LB
1991-11-30,Eiichi,181.0,28149,Katayama,Eiichi Katayama,LB
1994-05-24,Naoki,175.0,28150,Kawaguchi,Naoki Kawaguchi,RB
2002-08-11,Hiroki,187.0,28151,Sekine,Hiroki Sekine,RB
1997-12-29,Tomoki,177.0,28152,Takamine,Tomoki Takamine,DM
1995-09-26,Eiji,176.0,28153,Shirai,Eiji Shirai,DM
2000-05-17,Yuto,169.0,28154,Yamada,Yuto Yamada,DM
2003-10-25,Takumi,180.0,28155,Tsuchiya,Takumi Tsuchiya,DM
2001-04-15,Koki,185.0,28156,Kumasaka,Koki Kumasaka,DM
1995-09-26,Sachiro,170.0,28157,Toshima,Sachiro Toshima,CM
1999-03-06,Takuya,170.0,28158,Shimamura,Takuya Shimamura,CM
1995-04-24,Tomoya,171.0,28159,Koyamatsu,Tomoya Koyamatsu,LM
1997-04-15,Matheus,175.0,28161,Savio,Matheus Savio,AM
2001-01-13,Kazuki,180.0,28162,Kumasawa,Kazuki Kumasawa,AM
2001-07-04,Fumiya,167.0,28163,Unoki,Fumiya Unoki,LW
1988-11-07,Yuki,170.0,28164,Muto,Yuki Muto,CF
2001-09-07,Mao,178.0,28166,Hosoya,Mao Hosoya,CF
1994-10-03,Kosuke,190.0,28167,Kinoshita,Kosuke Kinoshita,CF
2004-06-04,Ota,175.0,28169,Yamamoto,Ota Yamamoto,CF
1989-11-17,Naoto,181.0,28171,Kamifukumoto,Naoto Kamifukumoto,GK
1985-01-04,Sung Ryong,191.0,28172,Jung,Sung Ryong Jung,GK
1994-03-05,Jesiel,186.0,28175,Cardoso Miranda,Jesiel,RCB
1997-12-13,Takuma,184.0,28176,Ominami,Takuma Ominami,RCB
1989-06-16,Yuichi,184.0,28178,Maruyama,Yuichi Maruyama,LCB
2004-09-04,Kota,193.0,28179,Takai,Kota Takai,RCB
2000-01-26,Asahi,180.0,28180,Sasaki,Asahi Sasaki,LB
2000-09-07,Sota,178.0,28181,Miura,Sota Miura,LB
2002-05-05,Shuto,181.0,28182,Tanabe,Shuto Tanabe,RB
1998-05-29,Kento,168.0,28183,Tachibanada,Kento Tachibanada,DM
2001-05-30,Hinata,170.0,28185,Yamauchi,Hinata Yamauchi,DM
1997-11-06,Yuki,173.0,28188,Yamamoto,Yuki Yamamoto,CM
1997-12-22,Tatsuki,175.0,28189,Seko,Tatsuki Seko,CM
1995-06-11,Yasuto,173.0,28190,Wakizaka,Yasuto Wakizaka,AM
1995-05-16,Marcio Augusto,173.0,28191,da Silva Barbosa,Marcinho,LW
1986-06-13,Akihiro,173.0,28193,Ienaga,Akihiro Ienaga,RW
1999-03-14,Daiya,165.0,28194,Tono,Daiya Tono,CF
1994-02-07,Yusuke,170.0,28195,Segawa,Yusuke Segawa,CF
1987-09-23,Yu,178.0,28196,Kobayashi,Yu Kobayashi,CF
2000-05-30,Shin,175.0,28197,Yamada,Shin Yamada,CF
1992-06-15,Warner,190.0,28199,Hahn,Warner Hahn,GK
1994-06-27,Sung Yun,197.0,28200,Gu,Sung Yun Gu,GK
1990-12-26,Gakuji,190.0,28201,Ota,Gakuji Ota,GK
1998-07-06,Shogo,186.0,28203,Asada,Shogo Asada,LCB
1992-09-11,Yoshinori,184.0,28204,Suzuki,Yoshinori Suzuki,RCB
1998-10-18,Hisashi Appiah,192.0,28205,Tawiah,Hisashi Appiah Tawiah,RCB
1991-04-16,Yuto,175.0,28206,Misao,Yuto Misao,LCB
2000-05-17,Keita,190.0,28208,Matsuda,Keita Matsuda,RCB
2005-08-19,Rikuto,180.0,28209,Iida,Rikuto Iida,LB
2000-09-04,Shinnosuke,174.0,28210,Fukuda,Shinnosuke Fukuda,RB
2001-07-30,Sota,172.0,28211,Kawasaki,Sota Kawasaki,DM
1998-08-28,Daiki,177.0,28212,Kaneko,Daiki Kaneko,DM
1999-12-15,Yuta,170.0,28213,Miyamoto,Yuta Miyamoto,DM
2000-06-27,Shimpei,170.0,28214,Fukuoka,Shimpei Fukuoka,CM
1994-04-04,Shohei,181.0,28215,Takeda,Shohei Takeda,CM
